"Subject.ID" "Act.Descr" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
9 "SITTING" 0.270313841621528 -0.0209466555412396 -0.101233826213889 -0.555656544538194 -0.5758878952125 -0.506111776081806 0.670845545555556 -0.0467446999509028 0.104353653032743 -0.958784666180556 -0.949938115208333 -0.920554317815972 0.0840171430291667 0.00678485848399306 -0.00102998088194444 -0.578305161360069 -0.678923872274306 -0.721610094569444 -0.0701318154561458 -0.0729884312991667 0.109092913237986 -0.676452392569444 -0.670498220701389 -0.587557692291458 -0.0892254930640278 -0.0397344421815972 -0.053402884281875 -0.7617108665625 -0.773273878854167 -0.744656038298611 -0.505183470509188 -0.553038255314792 -0.505183470509188 -0.553038255314792 -0.621608245092361 -0.608862145384722 -0.550201866572569 -0.663198385034722 -0.7629795809375 -0.786176892048611 -0.579258404408681 -0.610267804090278 -0.592119122804271 -0.547995744907986 -0.586766083232639 -0.501074006965903 -0.621377141312847 -0.699766614569444 -0.702931927996528 -0.572819893733993 -0.679065855003472 -0.739139922708333 -0.639863219559028 -0.683924287600694 -0.612680463163889 -0.690689895534722 -0.667203220760417 -0.619468634127778 -0.553186448295139 -0.624456827182986 -0.609193721940625 -0.611619343190972 -0.700863097986111 -0.697729432621528 -0.786473954201389 -0.801296292638889
10 "LAYING" 0.276167166146067 -0.0163597620096067 -0.110895968975281 -0.444542179505618 -0.4473986497 -0.523383240782584 0.717480574157303 -0.208521017696629 0.117694723004365 -0.965245184269663 -0.954582628651685 -0.93000172247191 0.0770443967792135 0.0179123332078652 -0.0184247667073034 -0.440752750779775 -0.509261127107865 -0.72030001661236 -0.00620393485370787 -0.0945160408007472 0.0870794129407303 -0.621444276745506 -0.486751758186517 -0.555094483744944 -0.112186524665169 -0.0399910798199438 -0.0545410082941573 -0.665836066179775 -0.739123314101124 -0.653709248078652 -0.410425640545281 -0.473099669633011 -0.410425640545281 -0.473099669633011 -0.516760666466067 -0.463717186575281 -0.42720737666236 -0.548490222929888 -0.699690401348315 -0.746221347921348 -0.441869880651685 -0.448857772465169 -0.589623420932584 -0.446808171553933 -0.482279508206854 -0.528545276850562 -0.462110222928652 -0.524868255294213 -0.686201008393258 -0.469224463235618 -0.526685879334831 -0.754217862808989 -0.56312955943764 -0.574857051303371 -0.520866476615168 -0.642164957224719 -0.446583339129213 -0.60819779434382 -0.444359893858427 -0.572794439629775 -0.44003215355618 -0.501173628857865 -0.602597051292135 -0.592044956595506 -0.741410645280899 -0.77147124747191
10 "SITTING" 0.277893928965517 -0.0201007309025862 -0.111923861939655 -0.680922061465517 -0.574141127008621 -0.75501902668319 0.528471918189655 0.132357189137931 -0.0406851051310345 -0.966671951465517 -0.954434219224138 -0.952063648715517 0.084055953425 0.00524496946775862 -0.000508330892672414 -0.665385132398276 -0.587767977767155 -0.797422411293103 -0.03737410566 -0.0694863169865517 0.09708324005 -0.754406551103448 -0.751811505775862 -0.66419850437931 -0.101958125818966 -0.0461522009655172 -0.0571036731258621 -0.760644561551724 -0.813937354568966 -0.737577828853448 -0.643787041732759 -0.656213871818966 -0.643787041732759 -0.656213871818966 -0.671367320412147 -0.63003829265431 -0.667000938325 -0.740903456258621 -0.787828063189655 -0.8035018775 -0.671036756991379 -0.56492112005431 -0.755477063777586 -0.685967027327586 -0.608637830568965 -0.775217600974138 -0.677877879552586 -0.601501631942241 -0.776146487347414 -0.6825747266575 -0.601670696297414 -0.817453989310345 -0.708227808862155 -0.76112517175 -0.638948497488793 -0.770129229456897 -0.749100059568966 -0.703874331267241 -0.632859902586207 -0.725881434232759 -0.630393750482759 -0.632596015431638 -0.751876822422414 -0.779519774396552 -0.80824356112069 -0.811194220344828
11 "SITTING" 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.665324314227848 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 -0.956812000411392 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 -0.842511816044304 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 -0.725016008797468 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 -0.795490882468354 -0.542825032813608 -0.612882270912658 -0.542825032813608 -0.612882270912658 -0.679819504547468 -0.664241760370253 -0.628367851066456 -0.696771378957911 -0.826829028481013 -0.866905012626582 -0.619524028324684 -0.531455265662532 -0.750026145791139 -0.579491754749367 -0.502570240243354 -0.652095671108544 -0.676672987166456 -0.632374688606013 -0.825559590221519 -0.672195644346519 -0.609444998247785 -0.858259630601266 -0.709949332117089 -0.776852868955696 -0.708842979272152 -0.751758277167721 -0.670892713066772 -0.75596062835443 -0.611528074359177 -0.674470159009494 -0.656133473274684 -0.676925075857595 -0.757585939588608 -0.711267219682278 -0.864827011392405 -0.879254016740506
12 "LAYING" 0.27360872421875 -0.018337204411489 -0.106649116775 -0.583962207065 -0.522040023435 -0.699293531365625 0.69922245131875 0.029976775735 0.0330295544910625 -0.96738343446875 -0.9605729084375 -0.9468085636875 0.070430311315625 0.0053115377979375 0.0003081123684 -0.582418267596875 -0.571359817082031 -0.79262193625 -0.0628663472537188 -0.0592027333975 0.0960742146838125 -0.727881704983125 -0.73506282621875 -0.671057678528125 -0.0731134377315625 -0.043678823491875 -0.0574585039485312 -0.709726149496875 -0.8112325993125 -0.749351860259375 -0.559586545675313 -0.5743864944925 -0.559586545675313 -0.5743864944925 -0.6300504918575 -0.566365683597188 -0.63166805889875 -0.68485805678325 -0.77729447821875 -0.7863865328125 -0.578920210879375 -0.523287078731563 -0.7266403145 -0.586922577889687 -0.553076639139062 -0.709983235125 -0.599109317756219 -0.591296422972219 -0.7754265825625 -0.602960063359688 -0.579168053712969 -0.80858300040625 -0.661246826087188 -0.74479814778125 -0.657369914584375 -0.750393858303125 -0.7334567315 -0.70823315425 -0.55928367746625 -0.65053328158 -0.564239194378438 -0.571614888155312 -0.717311676745625 -0.719438065809375 -0.78990285099375 -0.7973614576875
13 "LAYING" 0.275331302564103 -0.0138142117769231 -0.102743770538462 -0.985624894358974 -0.942586546666667 -0.930449546410256 0.921964862307692 -0.109627963589744 -0.0550385769230769 -0.983806016410256 -0.958703707692308 -0.931495681282051 0.0753361867589744 3.21396751282084e-06 -0.0207597312274615 -0.98320905 -0.980900278974359 -0.983156733589744 -0.0249456255282051 -0.103120769384615 0.107581098384615 -0.969929041025641 -0.966961138974359 -0.97720682974359 -0.0983042010512821 -0.0402657887512821 -0.0550643396076923 -0.981567850769231 -0.976328599230769 -0.989009073846154 -0.957516079230769 -0.942385326153846 -0.957516079230769 -0.942385326153846 -0.98520112948718 -0.978163795641026 -0.955927413846154 -0.950583752820513 -0.983384277692308 -0.97434648974359 -0.984271615128205 -0.956789564358974 -0.950531688512821 -0.986415295897436 -0.939186338282051 -0.925227749230769 -0.983927862051282 -0.980645807948718 -0.980337277948718 -0.984034336923077 -0.982669254358974 -0.984633643333333 -0.968652687692308 -0.966862591794872 -0.978006883846154 -0.970684781794872 -0.967487258974359 -0.979074316410256 -0.954053960076923 -0.945110419487179 -0.978673536923077 -0.97652953974359 -0.959784324358974 -0.953582937435897 -0.975424345641026 -0.974582518974359
13 "WALKING" 0.275972328878472 -0.0181699742090972 -0.110000803208681 -0.575988776406597 -0.381951349576563 -0.540752991340972 0.681292470135417 -0.0329394768333333 0.0577532953226042 -0.965028548993056 -0.952841561840278 -0.939707240555556 0.0799949338409549 0.00440454945364583 -0.0112095839764236 -0.592262931284375 -0.514017250515903 -0.693961831159722 -0.0604857980730833 -0.0560470862676389 0.0976858981960417 -0.68060309553125 -0.602228374072917 -0.5981257841875 -0.0867388887725694 -0.0446006639826389 -0.0587062286048611 -0.679779924798611 -0.684140465829861 -0.675301799440972 -0.483315619064583 -0.550491331300347 -0.483315619064583 -0.550491331300347 -0.576752933821528 -0.560426682771771 -0.530473151740972 -0.593814475246528 -0.676095972034722 -0.676537708217014 -0.592037723774653 -0.430725622034167 -0.586295210948958 -0.571064824236111 -0.398044620757986 -0.554865217131076 -0.616228070490972 -0.552247061456944 -0.674336187459028 -0.604319087604906 -0.505181824891007 -0.7123492546875 -0.616661864512847 -0.603858786017708 -0.572054939600694 -0.702696027534722 -0.607714932788542 -0.646056795555556 -0.540619399544792 -0.627459938888889 -0.557004493022917 -0.568399401582674 -0.610576689548611 -0.656480983322917 -0.676389681829514 -0.700494126449653
14 "SITTING" 0.270184596009288 -0.0162548178510526 -0.100985935692074 -0.611671118216099 -0.374730765205077 -0.29354271467452 0.672081224882353 -0.111701388781115 -0.161179728291022 -0.941245714736842 -0.942377305312693 -0.915927846160991 0.0741757467665015 0.00443682723817957 -0.00253044692473994 -0.641964198633003 -0.586459622773684 -0.656855586102105 0.000253671358297214 -0.0954921154823529 0.0606712446996904 -0.728661379340557 -0.398959362766099 -0.364478192502167 -0.107556127062003 -0.0433200489340217 -0.0450693836894427 -0.7862917325387 -0.6979155314613 -0.638299064788854 -0.453262620331889 -0.474058613408978 -0.453262620331889 -0.474058613408978 -0.608973420309907 -0.605144269857245 -0.416459776709257 -0.471486714606811 -0.700520939854799 -0.727023009383901 -0.619513271851703 -0.455237617000929 -0.440650672343653 -0.609406374110062 -0.376829989404644 -0.275013722171486 -0.654385009392879 -0.598699531399381 -0.618712162187307 -0.661460356953251 -0.60215894382322 -0.694424996467802 -0.699166400749226 -0.50463317018839 -0.42391821438452 -0.740052209854489 -0.348864187370186 -0.407672097170898 -0.490874179820433 -0.548269930770588 -0.596896308848452 -0.619215144539319 -0.543030528985449 -0.516930495917399 -0.717590101802972 -0.760560087962848
15 "LAYING" 0.276774140473934 -0.0182430061199526 -0.112307531763033 -0.406653495418483 -0.365582862734123 -0.649987966488152 0.736471568587678 0.0435380526492891 -0.035049230219763 -0.96533910478673 -0.95364169492891 -0.948677477251185 0.0768459616862559 0.00676471286966825 -0.00571198412498104 -0.498419114018957 -0.501071002364455 -0.785587626004739 -0.0273263980553555 -0.0762294334203791 0.0876343253600948 -0.62851290407109 -0.617407853814218 -0.674341839194313 -0.0939061538246446 -0.0446592995800474 -0.0540399905691943 -0.683266357677725 -0.81104939 -0.751557546540284 -0.393700499981801 -0.424716973600664 -0.393700499981801 -0.424716973600664 -0.557028503158626 -0.513187221172038 -0.519791478782464 -0.590092599221327 -0.759827649526066 -0.801174265687204 -0.446899242853081 -0.396324239691469 -0.689513864601896 -0.392726074149763 -0.390618404158294 -0.659126839369668 -0.526737079908057 -0.520188260755924 -0.760575538687204 -0.513958039670379 -0.514537359565071 -0.809759000616114 -0.585164839312322 -0.690853516872038 -0.654443560208531 -0.644832194701422 -0.583131453384834 -0.712003484597156 -0.433559583665166 -0.510007158478673 -0.499043307067773 -0.536544785117536 -0.66259674492891 -0.615121864104265 -0.798769752085308 -0.819253405687204
15 "SITTING" 0.280809008017094 -0.0132570659288889 -0.113025363495726 -0.826851429401709 -0.691050465065556 -0.806190698290598 0.603031476957265 0.209283010478632 0.167747283709402 -0.974854731965812 -0.961288858119658 -0.944647789230769 0.0792114288461538 0.00152009843911966 -0.00206178643661538 -0.850631311880342 -0.762466469229829 -0.898378291196581 -0.0295732821739316 -0.0752465887078632 0.0961329630241026 -0.820116960683761 -0.873559637094017 -0.807462596923077 -0.100031223103419 -0.0431672344152137 -0.0583139570564103 -0.818156647435897 -0.931336247094017 -0.875100433760684 -0.768194785982906 -0.79597625042735 -0.768194785982906 -0.79597625042735 -0.831122100119658 -0.82849657982906 -0.794331126068376 -0.829068243247863 -0.887257107264957 -0.901945432051282 -0.830611793846154 -0.708655836926581 -0.835941643333333 -0.82564340974359 -0.701657807514103 -0.805758260940171 -0.853986995641026 -0.770308716242735 -0.886639470512821 -0.860732858974359 -0.770538620786325 -0.908865630769231 -0.807166423675214 -0.886694450854701 -0.813540323846154 -0.825663846837607 -0.867323219316239 -0.823279706581197 -0.796290599726496 -0.828611387435897 -0.823607151196581 -0.835266949905983 -0.858269066666667 -0.840026069145299 -0.905389773931624 -0.904424235384615
16 "LAYING" 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.616131116889044 -0.661719690491803 -0.616131116889044 -0.661719690491803 -0.725246870486339 -0.719647028238525 -0.718168775628415 -0.78482286579235 -0.860446372459016 -0.87480016568306 -0.700885147341803 -0.671572147098798 -0.660989948160437 -0.656969045058415 -0.661844530506831 -0.605646725307104 -0.744662041612022 -0.748627001551913 -0.752302172079235 -0.73477673661306 -0.738434398105465 -0.782089515344262 -0.789780147036612 -0.815962130027322 -0.756286641721311 -0.804991831502732 -0.809421448142077 -0.756993640724044 -0.666962508246721 -0.712680990765301 -0.713167613706148 -0.729869398769672 -0.81712881920765 -0.802078223409836 -0.87277228273224 -0.886533212213115
17 "LAYING" 0.274029548065217 -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 -0.660582755619022 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 -0.949039213831522 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.682603096154891 -0.668693821044565 -0.813339560652174 -0.0146686177049565 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.764867040625 -0.720741038680163 -0.107854170946467 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.825988662771739 -0.808251302907609 -0.568367244093859 -0.636074477703533 -0.568367244093859 -0.636074477703533 -0.696465197235054 -0.693946394750815 -0.676185123284103 -0.750145260967391 -0.810438232853261 -0.825255969701087 -0.651780423718288 -0.601741376260245 -0.718947424896739 -0.59351017342337 -0.576930056063587 -0.656622932009511 -0.716681622653533 -0.694754837788043 -0.802528785896739 -0.67654494089212 -0.663158393238587 -0.822801747581522 -0.728710411180707 -0.774745258994565 -0.726857840652174 -0.770057225710326 -0.761335243695652 -0.745101477910326 -0.646189154826902 -0.687536943227717 -0.697575558993207 -0.692595778979891 -0.769498551467391 -0.782232494673913 -0.829124468315217 -0.833701023152174
18 "WALKING" 0.277532463990385 -0.0166320241974519 -0.109979302360577 -0.727424520817308 -0.660359480980769 -0.763189317548077 0.756037328221154 0.00878710293269231 0.123233612144231 -0.984742098269231 -0.970366920048077 -0.962907091682692 0.0779593650163461 0.00909718260949519 -0.00106857080784615 -0.76586963875 -0.749856730817308 -0.890859767067308 -0.0322331371552885 -0.0702763082291827 0.0842980728913462 -0.817285227177885 -0.792461568653846 -0.794378538509615 -0.0955440540863462 -0.0426831572692308 -0.0496270950754808 -0.834848288028846 -0.915314038413461 -0.860623664375 -0.697312153605769 -0.730271805927885 -0.697312153605769 -0.730271805927885 -0.785910973269231 -0.776923896471154 -0.744997704182692 -0.795796275384615 -0.879167433125 -0.908561989326923 -0.744749031875 -0.690897101057692 -0.822796272884615 -0.721478986153846 -0.666702601067308 -0.752665749889423 -0.777145342740385 -0.760793109615385 -0.879102215865385 -0.775219162788462 -0.755009613365385 -0.901341426298077 -0.793787668605769 -0.849176455 -0.789381459663462 -0.826478471086538 -0.766506593028846 -0.815015477740385 -0.735084941985577 -0.769815429663462 -0.771023956860577 -0.785416341201923 -0.837031427067308 -0.805546287307692 -0.906618600288462 -0.917877494139423
18 "WALKING_DOWNSTAIRS" 0.274713069679487 -0.0181513286089596 -0.105622849346154 -0.65087337051282 -0.582794875788462 -0.619471669038462 0.664631141858974 -0.0485407951602564 0.0456655913461538 -0.974000779166667 -0.968442177564103 -0.954803625705128 0.0768429968839744 0.0179355279941026 0.00340469970022564 -0.693010865128205 -0.710452434551282 -0.789121764230769 -0.0442877035342949 -0.0645449468569231 0.0995632384141026 -0.787531731538462 -0.757228573653846 -0.680591075961538 -0.0928814969151282 -0.0461505589173077 -0.0664764726665385 -0.853620397692308 -0.842365719038462 -0.809269327692308 -0.606449350128205 -0.635538669641026 -0.606449350128205 -0.635538669641026 -0.711229615064103 -0.702931367692308 -0.674386287884615 -0.749089436589744 -0.834209954615385 -0.861903134551282 -0.673532741602564 -0.627343087307692 -0.679139751025641 -0.643012633269231 -0.587685753916667 -0.617818544679487 -0.713853056602564 -0.721873891089744 -0.771605239230769 -0.698916201602564 -0.71811546301282 -0.805272325705128 -0.779717596076923 -0.772665113910256 -0.711320518717949 -0.793104268326923 -0.750544169423077 -0.70153658224359 -0.647930089102564 -0.686022213333333 -0.70405697525641 -0.703221489807692 -0.788626892948718 -0.768752857551282 -0.855388919038461 -0.881312495897436
19 "LAYING" 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.705342976190833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.645682212189167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.686684583831583 -0.531507362111361 -0.599552767486306 -0.531507362111361 -0.599552767486306 -0.5762252472125 -0.601918552871944 -0.548919668132222 -0.610093380740278 -0.683436541824444 -0.7255986988425 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.680291382637222 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.728521901498861 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.650105402347778 -0.694729075491667 -0.556404444967972 -0.689860920113889 -0.576064647812278 -0.641089005857778 -0.636287999799167 -0.662325968145833 -0.719519008752778 -0.754223739441667
20 "WALKING_DOWNSTAIRS" 0.26629102619697 -0.0171755888874242 -0.10776643659697 -0.730842608423485 -0.576214528026894 -0.708502719996212 0.640035175458333 -0.0118533098295455 0.114564479136629 -0.958940506856061 -0.956186145643939 -0.941346905060606 0.0829970252886364 0.00409392012833333 -0.00492581856645076 -0.738456741701136 -0.697094087916667 -0.808306622901515 -0.0264536290416288 -0.0778519699030682 0.0857951641734848 -0.769903129628788 -0.717645621940151 -0.670903029889394 -0.0958769719390151 -0.0426550391503788 -0.0543895193212121 -0.792245561973485 -0.778059146087121 -0.779487395189394 -0.663082338813258 -0.693939335325758 -0.663082338813258 -0.693939335325758 -0.741137579134091 -0.710880025417045 -0.667928326815151 -0.697665905498788 -0.791142682693182 -0.769587409686364 -0.726893238715909 -0.615778390488636 -0.732682394225 -0.733380013048182 -0.583608401865909 -0.718562026022727 -0.749530549579277 -0.713928055945076 -0.792631710723485 -0.750517448246212 -0.699461833916515 -0.822587580079545 -0.734184093444318 -0.717660117133977 -0.676819851125379 -0.782604498818182 -0.720420540156439 -0.699655335964015 -0.688100665578409 -0.7467287665375 -0.70689837068803 -0.717917947097727 -0.722623719277727 -0.734360690295455 -0.778482269505379 -0.774559479119318
20 "WALKING_UPSTAIRS" 0.274687637666667 -0.0188107168143333 -0.108799759557778 -0.235258681911111 0.237504903277778 -0.418555584433333 0.592856658222222 -0.111967018333333 0.0857185151513333 -0.956035172888889 -0.941714026888889 -0.939909792666667 0.0704933527111111 -0.00331896989688889 -0.00327500009877778 -0.300448958373333 -0.0287441083333333 -0.568593359555556 -0.01778162078 -0.0821505993915556 0.0851378991095556 -0.434323727255556 -0.151370548872111 -0.105977795884444 -0.0923574535765556 -0.0378586273211111 -0.0540379125177778 -0.422939325561111 -0.409197201244444 -0.217919429768889 -0.0895043615730667 -0.215592842966667 -0.0895043615730667 -0.215592842966667 -0.263478211031111 -0.230086201482556 -0.0737311025044444 -0.234939556948889 -0.3699055537 -0.430991660102222 -0.277501546856667 0.129114972231778 -0.466492296788889 -0.221137828718889 0.211217465667778 -0.439112799333333 -0.366949680497778 -0.0997900941666667 -0.557433867777778 -0.295008470815556 -0.0168152209555556 -0.578412283111111 -0.310411784483333 -0.219619941308889 -0.0538768406988889 -0.475322045522222 -0.119281598522222 -0.209352966333333 -0.185335012693333 -0.359599999737778 -0.225745803462222 -0.243688139314 -0.267722689361111 -0.346752812633333 -0.440828440733333 -0.460366988414444
21 "LAYING" 0.274851546313725 -0.0156857030189216 -0.108936154186275 -0.986475897352941 -0.964934255392157 -0.958879979411765 0.821155349764706 -0.106380307637255 -0.0918587064509804 -0.985076891862745 -0.982278277647059 -0.965367256666667 0.0766215562156863 0.0111771166049137 -0.00502568283696078 -0.987187976568627 -0.977419749117647 -0.985383566568627 -0.0207976698677059 -0.077817596245098 0.0867969982156863 -0.980497587254902 -0.973817106764706 -0.977247429705882 -0.100380198323529 -0.0398275046085686 -0.054371565149902 -0.985714683823529 -0.987097938431373 -0.987671618137255 -0.973348456176471 -0.967418118627451 -0.973348456176471 -0.967418118627451 -0.985444707352941 -0.982610612843137 -0.965294193431373 -0.966090975196078 -0.988289597843137 -0.987168339509804 -0.986291030882353 -0.96706632754902 -0.970418884313725 -0.986808309509804 -0.965341959705882 -0.955591202941176 -0.987019998137255 -0.977141719803922 -0.982900484117647 -0.988605894509804 -0.97949475254902 -0.986506114019608 -0.97662712372549 -0.97685118754902 -0.97686335254902 -0.981872576568627 -0.972565220588235 -0.979512985980392 -0.971346051764706 -0.969866100784314 -0.981627265980392 -0.98289194 -0.973392862843137 -0.967261283921569 -0.987262110392157 -0.987702458333333
21 "WALKING" 0.27833818525817 -0.0183267094685948 -0.108725922722549 -0.567606524052288 -0.43246883531768 -0.573202424431373 0.587316160490196 -0.0646683069803922 0.0735331387320261 -0.959089881993464 -0.96501499872549 -0.949002905522876 0.084087197898366 0.000942395179493464 -0.0125368692827451 -0.60395513341817 -0.561072247768278 -0.713970679787778 -0.0299136619512418 -0.0786900994968301 0.0858960230431373 -0.734730520114379 -0.695471311928105 -0.609773561430784 -0.100617691077778 -0.0411556507122549 -0.0530576178055556 -0.728072647686275 -0.758779801862745 -0.753465876862745 -0.502629527346078 -0.557788646457516 -0.502629527346078 -0.557788646457516 -0.609466798721895 -0.579222087657516 -0.603274234879085 -0.693040501137908 -0.747660004901961 -0.769730420098039 -0.595884452564706 -0.469348843015686 -0.620145437257843 -0.558196781398693 -0.44988412920719 -0.582253856057843 -0.626212175888235 -0.579106251703922 -0.695502487367974 -0.616865673014379 -0.572304896690523 -0.731061713558301 -0.677178730294118 -0.686817223898693 -0.620340776437909 -0.754078087957516 -0.704329351568627 -0.644588077647386 -0.554437608764706 -0.629172285359804 -0.579114357752353 -0.584002856557843 -0.710833125947712 -0.735124273732026 -0.772612664607843 -0.784032331568628
22 "WALKING" 0.274767690046106 -0.0168273604077383 -0.108670376782866 -0.546089975548692 -0.491188426241526 -0.65508967878972 0.609390874922118 0.0315098683115265 0.23588786398215 -0.95850446411215 -0.957323093436449 -0.939081026109034 0.0791031130417757 0.0152572466619626 -0.0072287329753271 -0.584963756862305 -0.560470117123364 -0.760468444299065 -0.00800630644716511 -0.0949661116922118 0.0812406584647975 -0.695919202960436 -0.784052281090343 -0.654458016208723 -0.109257561827445 -0.0384616223750156 -0.0582144293519003 -0.708898710199377 -0.859924419844237 -0.742272774987539 -0.504099198287601 -0.595953853592586 -0.504099198287601 -0.595953853592586 -0.609772829890966 -0.589823140414673 -0.637666108456075 -0.67637856158162 -0.794681311214953 -0.82649344800623 -0.594929652065732 -0.508172778206231 -0.687320961149533 -0.528958812567601 -0.51558097336324 -0.665516999699377 -0.60425320237352 -0.574318114038941 -0.739701808286604 -0.602457991412617 -0.576391814080349 -0.780252702647975 -0.639575654479751 -0.79139974588785 -0.643363339819315 -0.714977903442368 -0.782046079563863 -0.690679448900312 -0.574333164853583 -0.673896212809346 -0.585442501515888 -0.599286879114019 -0.728166770031153 -0.699600086233645 -0.830191956697819 -0.835597218255452
23 "WALKING" 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 -0.603048769571532 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.740518145887097 -0.532754757205108 -0.56557562579215 -0.532754757205108 -0.56557562579215 -0.58640067170914 -0.55872531418629 -0.544207964433387 -0.541949073660753 -0.623412641977151 -0.573942888021613 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592177 -0.474767543716048 -0.617521836605645 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.636977610060753 -0.627540367652688 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.644131036807258 -0.529029284118011 -0.657048917971505 -0.542663319457527 -0.583832309145968 -0.534657191683602 -0.632288527203763 -0.584111049810215 -0.593735302105376
